Ano	Estado	Mes	Numero	Periodo
2009	MA	Setembro	2.404	01/01/2009
2010	MA	Setembro	9.795	01/01/2010
2011	MA	Setembro	4.632	01/01/2011
2012	MA	Setembro	7.626	01/01/2012
2013	MA	Setembro	3.880	01/01/2013
2014	MA	Setembro	4.373	01/01/2014
2015	MA	Setembro	6.423	01/01/2015
2016	MA	Setembro	3.166	01/01/2016
2017	MA	Setembro	14.825	01/01/2017
1998	MA	Outubro	5.137	01/01/1998
1999	MA	Outubro	3.208	01/01/1999
2000	MA	Outubro	2.654	01/01/2000
2001	MA	Outubro	6.661	01/01/2001
2002	MA	Outubro	5.182	01/01/2002
2003	MA	Outubro	6.085	01/01/2003
2004	MA	Outubro	3.604	01/01/2004
2005	MA	Outubro	6.472	01/01/2005
2006	MA	Outubro	3.024	01/01/2006
2007	MA	Outubro	4.772	01/01/2007
2008	MA	Outubro	3.498	01/01/2008
2009	MA	Outubro	1.861	01/01/2009
2010	MA	Outubro	3.228	01/01/2010
2011	MA	Outubro	2.404	01/01/2011
2012	MA	Outubro	5.000	01/01/2012
2013	MA	Outubro	2.918	01/01/2013
2014	MA	Outubro	5.812	01/01/2014
2015	MA	Outubro	6.746	01/01/2015
2016	MA	Outubro	5.351	01/01/2016
2017	MA	Outubro	6.011	01/01/2017
1998	MA	Novembro	2.237	01/01/1998
1999	MA	Novembro	1.494	01/01/1999
2000	MA	Novembro	2.267	01/01/2000
2001	MA	Novembro	3.525	01/01/2001
2002	MA	Novembro	5.830	01/01/2002
2003	MA	Novembro	4.929	01/01/2003
2004	MA	Novembro	6.398	01/01/2004
2005	MA	Novembro	4.769	01/01/2005
2006	MA	Novembro	2.004	01/01/2006
2007	MA	Novembro	2.297	01/01/2007
2008	MA	Novembro	2.331	01/01/2008
2009	MA	Novembro	5.000	01/01/2009
2010	MA	Novembro	4.005	01/01/2010
2011	MA	Novembro	2.261	01/01/2011
2012	MA	Novembro	2.010	01/01/2012
2013	MA	Novembro	2.529	01/01/2013
2014	MA	Novembro	3.869	01/01/2014
2015	MA	Novembro	4.350	01/01/2015
2016	MA	Novembro	3.982	01/01/2016
2017	MA	Novembro	2.300	01/01/2017
1998	MA	Dezembro	1.399	01/01/1998
1999	MA	Dezembro	1.001	01/01/1999
2000	MA	Dezembro	1.461	01/01/2000
2001	MA	Dezembro	1.296	01/01/2001
2002	MA	Dezembro	2.165	01/01/2002
2003	MA	Dezembro	2.424	01/01/2003
2004	MA	Dezembro	3.255	01/01/2004
2005	MA	Dezembro	1.660	01/01/2005
2006	MA	Dezembro	1.052	01/01/2006
2007	MA	Dezembro	800	01/01/2007
2008	MA	Dezembro	1.101	01/01/2008
2009	MA	Dezembro	1.768	01/01/2009
2010	MA	Dezembro	1.803	01/01/2010
2011	MA	Dezembro	1.629	01/01/2011
2012	MA	Dezembro	1.296	01/01/2012
2013	MA	Dezembro	2.692	01/01/2013
2014	MA	Dezembro	2.400	01/01/2014
2015	MA	Dezembro	3.706	01/01/2015
2016	MA	Dezembro	1.577	01/01/2016
1998	MT	Janeiro	0	01/01/1998
1999	MT	Janeiro	39	01/01/1999
2000	MT	Janeiro	44	01/01/2000
2001	MT	Janeiro	44	01/01/2001
2002	MT	Janeiro	172	01/01/2002
2003	MT	Janeiro	896	01/01/2003
2004	MT	Janeiro	301	01/01/2004
2005	MT	Janeiro	438	01/01/2005
2006	MT	Janeiro	947	01/01/2006
2007	MT	Janeiro	476	01/01/2007
2008	MT	Janeiro	245	01/01/2008
2009	MT	Janeiro	527	01/01/2009
2010	MT	Janeiro	298	01/01/2010
2011	MT	Janeiro	171	01/01/2011
2012	MT	Janeiro	166	01/01/2012
2013	MT	Janeiro	269	01/01/2013
2014	MT	Janeiro	315	01/01/2014
2015	MT	Janeiro	960	01/01/2015
2016	MT	Janeiro	374	01/01/2016
2017	MT	Janeiro	482	01/01/2017
1998	MT	Fevereiro	0	01/01/1998
1999	MT	Fevereiro	28	01/01/1999
2000	MT	Fevereiro	35	01/01/2000
2001	MT	Fevereiro	54	01/01/2001
2002	MT	Fevereiro	22	01/01/2002
2003	MT	Fevereiro	592	01/01/2003
2004	MT	Fevereiro	272	01/01/2004
2005	MT	Fevereiro	871	01/01/2005
2006	MT	Fevereiro	383	01/01/2006
2007	MT	Fevereiro	213	01/01/2007
2008	MT	Fevereiro	180	01/01/2008
2009	MT	Fevereiro	248	01/01/2009
2010	MT	Fevereiro	431	01/01/2010
2011	MT	Fevereiro	119	01/01/2011
2012	MT	Fevereiro	193	01/01/2012
2013	MT	Fevereiro	375	01/01/2013
2014	MT	Fevereiro	199	01/01/2014
2015	MT	Fevereiro	542	01/01/2015
2016	MT	Fevereiro	1.050	01/01/2016
2017	MT	Fevereiro	337	01/01/2017
1998	MT	Março	0	01/01/1998
1999	MT	Março	18	01/01/1999
2000	MT	Março	60	01/01/2000
2001	MT	Março	24	01/01/2001
2002	MT	Março	103	01/01/2002
2003	MT	Março	554	01/01/2003
2004	MT	Março	743	01/01/2004
2005	MT	Março	362	01/01/2005
2006	MT	Março	448	01/01/2006
2007	MT	Março	476	01/01/2007
2008	MT	Março	180	01/01/2008
2009	MT	Março	325	01/01/2009
2010	MT	Março	605	01/01/2010
2011	MT	Março	252	01/01/2011
2012	MT	Março	423	01/01/2012
2013	MT	Março	563	01/01/2013
2014	MT	Março	655	01/01/2014
2015	MT	Março	705	01/01/2015
2016	MT	Março	1.085	01/01/2016
2017	MT	Março	719	01/01/2017
1998	MT	Abril	0	01/01/1998
1999	MT	Abril	76	01/01/1999
2000	MT	Abril	59	01/01/2000
2001	MT	Abril	309	01/01/2001
2002	MT	Abril	641	01/01/2002
2003	MT	Abril	903	01/01/2003
2004	MT	Abril	441	01/01/2004
2005	MT	Abril	372	01/01/2005
2006	MT	Abril	161	01/01/2006
2007	MT	Abril	79	01/01/2007
2008	MT	Abril	274	01/01/2008
2009	MT	Abril	169	01/01/2009
2010	MT	Abril	769	01/01/2010
2011	MT	Abril	345	01/01/2011
2012	MT	Abril	521	01/01/2012
2013	MT	Abril	338	01/01/2013
2014	MT	Abril	859	01/01/2014
2015	MT	Abril	947	01/01/2015
2016	MT	Abril	1.770	01/01/2016
2017	MT	Abril	606	01/01/2017
1998	MT	Maio	0	01/01/1998
1999	MT	Maio	731	01/01/1999
2000	MT	Maio	1.194	01/01/2000
2001	MT	Maio	1.193	01/01/2001
2002	MT	Maio	2.528	01/01/2002
2003	MT	Maio	942	01/01/2003
2004	MT	Maio	2.413	01/01/2004
2005	MT	Maio	1.641	01/01/2005
2006	MT	Maio	269	01/01/2006
2007	MT	Maio	359	01/01/2007
2008	MT	Maio	119	01/01/2008
2009	MT	Maio	516	01/01/2009
2010	MT	Maio	1.313	01/01/2010
2011	MT	Maio	547	01/01/2011
2012	MT	Maio	812	01/01/2012
2013	MT	Maio	739	01/01/2013
2014	MT	Maio	933	01/01/2014
2015	MT	Maio	541	01/01/2015
2016	MT	Maio	1.081	01/01/2016
2017	MT	Maio	845	01/01/2017
1998	MT	Junho	2.201	01/01/1998
1999	MT	Junho	2.201	01/01/1999
2000	MT	Junho	4.358	01/01/2000
2001	MT	Junho	6.665	01/01/2001
2002	MT	Junho	7.878	01/01/2002
2003	MT	Junho	4.313	01/01/2003
2004	MT	Junho	9.813	01/01/2004
2005	MT	Junho	2.294	01/01/2005
2006	MT	Junho	856	01/01/2006
2007	MT	Junho	1.339	01/01/2007
2008	MT	Junho	403	01/01/2008
2009	MT	Junho	979	01/01/2009
2010	MT	Junho	1.025	01/01/2010
2011	MT	Junho	974	01/01/2011
2012	MT	Junho	1.651	01/01/2012
2013	MT	Junho	1.213	01/01/2013
2014	MT	Junho	1.795	01/01/2014
2015	MT	Junho	1.402	01/01/2015
2016	MT	Junho	1.417	01/01/2016
2017	MT	Junho	2.041	01/01/2017
1998	MT	Julho	3.712	01/01/1998
1999	MT	Julho	3.926	01/01/1999
2000	MT	Julho	1.338	01/01/2000
2001	MT	Julho	1.555	01/01/2001
2002	MT	Julho	5.661	01/01/2002
2003	MT	Julho	5.435	01/01/2003
2004	MT	Julho	11.517	01/01/2004
2005	MT	Julho	4.172	01/01/2005
2006	MT	Julho	1.941	01/01/2006
2007	MT	Julho	1.790	01/01/2007
2008	MT	Julho	1.117	01/01/2008
2009	MT	Julho	1.613	01/01/2009
2010	MT	Julho	3.442	01/01/2010
2011	MT	Julho	1.061	01/01/2011
2012	MT	Julho	2.008	01/01/2012
2013	MT	Julho	1.630	01/01/2013
2014	MT	Julho	2.255	01/01/2014
2015	MT	Julho	1.533	01/01/2015
2016	MT	Julho	3.495	01/01/2016
2017	MT	Julho	2.790	01/01/2017
1998	MT	Agosto	15.406	01/01/1998
1999	MT	Agosto	18.566	01/01/1999
2000	MT	Agosto	6.063	01/01/2000
2001	MT	Agosto	7.762	01/01/2001
2002	MT	Agosto	14.086	01/01/2002
2003	MT	Agosto	11.132	01/01/2003
2004	MT	Agosto	13.603	01/01/2004
2005	MT	Agosto	11.570	01/01/2005
2006	MT	Agosto	6.218	01/01/2006
2007	MT	Agosto	14.453	01/01/2007
2008	MT	Agosto	2.875	01/01/2008
2009	MT	Agosto	2.250	01/01/2009
2010	MT	Agosto	14.608	01/01/2010
2011	MT	Agosto	2.628	01/01/2011
2012	MT	Agosto	6.195	01/01/2012
2013	MT	Agosto	3.568	01/01/2013
2014	MT	Agosto	7.167	01/01/2014
2015	MT	Agosto	5.112	01/01/2015
2016	MT	Agosto	6.228	01/01/2016
2017	MT	Agosto	6.229	01/01/2017
1998	MT	Setembro	10.363	01/01/1998
1999	MT	Setembro	11.729	01/01/1999
2000	MT	Setembro	6.251	01/01/2000
2001	MT	Setembro	8.490	01/01/2001
2002	MT	Setembro	11.034	01/01/2002
2003	MT	Setembro	15.790	01/01/2003
2004	MT	Setembro	24.994	01/01/2004
2005	MT	Setembro	20.551	01/01/2005
2006	MT	Setembro	12.661	01/01/2006
2007	MT	Setembro	25.963	01/01/2007
2008	MT	Setembro	7.965	01/01/2008
2009	MT	Setembro	3.129	01/01/2009
2010	MT	Setembro	18.366	01/01/2010
2011	MT	Setembro	6.332	01/01/2011
2012	MT	Setembro	10.344	01/01/2012
2013	MT	Setembro	5.576	01/01/2013
2014	MT	Setembro	7.081	01/01/2014
2015	MT	Setembro	11.068	01/01/2015
2016	MT	Setembro	8.980	01/01/2016
2017	MT	Setembro	23.945	01/01/2017
1998	MT	Outubro	2.707	01/01/1998
1999	MT	Outubro	6.109	01/01/1999
2000	MT	Outubro	6.062	01/01/2000
2001	MT	Outubro	6.543	01/01/2001
2002	MT	Outubro	9.375	01/01/2002
2003	MT	Outubro	5.341	01/01/2003
2004	MT	Outubro	9.295	01/01/2004
2005	MT	Outubro	7.765	01/01/2005
2006	MT	Outubro	2.327	01/01/2006
2007	MT	Outubro	4.890	01/01/2007
2008	MT	Outubro	6.326	01/01/2008
2009	MT	Outubro	2.579	01/01/2009
2010	MT	Outubro	4.465	01/01/2010
2011	MT	Outubro	2.010	01/01/2011
2012	MT	Outubro	2.837	01/01/2012
2013	MT	Outubro	1.986	01/01/2013
2014	MT	Outubro	5.281	01/01/2014
2015	MT	Outubro	6.490	01/01/2015
2016	MT	Outubro	2.749	01/01/2016
2017	MT	Outubro	4.800	01/01/2017
1998	MT	Novembro	182	01/01/1998
1999	MT	Novembro	842	01/01/1999
2000	MT	Novembro	502	01/01/2000
2001	MT	Novembro	373	01/01/2001
2002	MT	Novembro	2.905	01/01/2002
2003	MT	Novembro	2.097	01/01/2003
2004	MT	Novembro	2.405	01/01/2004
2005	MT	Novembro	1.368	01/01/2005
2006	MT	Novembro	1.031	01/01/2006
2007	MT	Novembro	299	01/01/2007
2008	MT	Novembro	190	01/01/2008
2009	MT	Novembro	588	01/01/2009
2010	MT	Novembro	768	01/01/2010
2011	MT	Novembro	1.103	01/01/2011
2012	MT	Novembro	375	01/01/2012
2013	MT	Novembro	1.064	01/01/2013
2014	MT	Novembro	1.018	01/01/2014
2015	MT	Novembro	1.930	01/01/2015
2016	MT	Novembro	918	01/01/2016
2017	MT	Novembro	813	01/01/2017
1998	MT	Dezembro	76	01/01/1998
1999	MT	Dezembro	47	01/01/1999
2000	MT	Dezembro	98	01/01/2000
2001	MT	Dezembro	37	01/01/2001
2002	MT	Dezembro	1.157	01/01/2002
2003	MT	Dezembro	1.622	01/01/2003
2004	MT	Dezembro	1.217	01/01/2004
2005	MT	Dezembro	246	01/01/2005
2006	MT	Dezembro	23	01/01/2006
2007	MT	Dezembro	81	01/01/2007
2008	MT	Dezembro	159	01/01/2008
2009	MT	Dezembro	171	01/01/2009
2010	MT	Dezembro	846	01/01/2010
2011	MT	Dezembro	431	01/01/2011
2012	MT	Dezembro	492	01/01/2012
2013	MT	Dezembro	447	01/01/2013
2014	MT	Dezembro	466	01/01/2014
2015	MT	Dezembro	1.777	01/01/2015
2016	MT	Dezembro	425	01/01/2016
1998	MS	Janeiro	0	01/01/1998
1999	MS	Janeiro	239	01/01/1999
2000	MS	Janeiro	326	01/01/2000
2001	MS	Janeiro	97	01/01/2001
2002	MS	Janeiro	304	01/01/2002
2003	MS	Janeiro	182	01/01/2003
2004	MS	Janeiro	258	01/01/2004
2005	MS	Janeiro	59	01/01/2005
2006	MS	Janeiro	59	01/01/2006
2007	MS	Janeiro	19	01/01/2007
2008	MS	Janeiro	63	01/01/2008
2009	MS	Janeiro	229	01/01/2009
2010	MS	Janeiro	72	01/01/2010
2011	MS	Janeiro	129	01/01/2011
2012	MS	Janeiro	201	01/01/2012
2013	MS	Janeiro	174	01/01/2013
2014	MS	Janeiro	197	01/01/2014
2015	MS	Janeiro	226	01/01/2015
2016	MS	Janeiro	127	01/01/2016
2017	MS	Janeiro	355	01/01/2017
1998	MS	Fevereiro	0	01/01/1998
1999	MS	Fevereiro	69	01/01/1999
2000	MS	Fevereiro	81	01/01/2000
2001	MS	Fevereiro	89	01/01/2001
2002	MS	Fevereiro	98	01/01/2002
2003	MS	Fevereiro	108	01/01/2003
2004	MS	Fevereiro	169	01/01/2004
2005	MS	Fevereiro	221	01/01/2005
2006	MS	Fevereiro	104	01/01/2006
2007	MS	Fevereiro	111	01/01/2007
2008	MS	Fevereiro	78	01/01/2008
2009	MS	Fevereiro	164	01/01/2009
2010	MS	Fevereiro	157	01/01/2010
2011	MS	Fevereiro	61	01/01/2011
2012	MS	Fevereiro	112	01/01/2012
2013	MS	Fevereiro	100	01/01/2013
2014	MS	Fevereiro	139	01/01/2014
2015	MS	Fevereiro	148	01/01/2015
2016	MS	Fevereiro	187	01/01/2016
2017	MS	Fevereiro	165	01/01/2017
1998	MS	Março	0	01/01/1998
1999	MS	Março	100	01/01/1999
2000	MS	Março	23	01/01/2000
2001	MS	Março	39	01/01/2001
2002	MS	Março	115	01/01/2002
2003	MS	Março	137	01/01/2003
2004	MS	Março	225	01/01/2004
2005	MS	Março	158	01/01/2005
2006	MS	Março	137	01/01/2006
2007	MS	Março	137	01/01/2007
2008	MS	Março	97	01/01/2008
2009	MS	Março	118	01/01/2009
2010	MS	Março	149	01/01/2010
2011	MS	Março	37	01/01/2011
2012	MS	Março	169	01/01/2012
2013	MS	Março	158	01/01/2013
2014	MS	Março	95	01/01/2014
2015	MS	Março	190	01/01/2015
2016	MS	Março	143	01/01/2016
2017	MS	Março	170	01/01/2017
1998	MS	Abril	0	01/01/1998
1999	MS	Abril	97	01/01/1999
2000	MS	Abril	90	01/01/2000
2001	MS	Abril	108	01/01/2001
2002	MS	Abril	230	01/01/2002
2003	MS	Abril	126	01/01/2003
2004	MS	Abril	97	01/01/2004
2005	MS	Abril	126	01/01/2005
2006	MS	Abril	51	01/01/2006
2007	MS	Abril	46	01/01/2007
2008	MS	Abril	72	01/01/2008
2009	MS	Abril	291	01/01/2009
2010	MS	Abril	136	01/01/2010
2011	MS	Abril	23	01/01/2011
2012	MS	Abril	97	01/01/2012
2013	MS	Abril	78	01/01/2013
2014	MS	Abril	129	01/01/2014
2015	MS	Abril	65	01/01/2015
2016	MS	Abril	161	01/01/2016
2017	MS	Abril	59	01/01/2017
1998	MS	Maio	0	01/01/1998
1999	MS	Maio	206	01/01/1999
2000	MS	Maio	127	01/01/2000
2001	MS	Maio	112	01/01/2001
2002	MS	Maio	88	01/01/2002
2003	MS	Maio	74	01/01/2003
2004	MS	Maio	25	01/01/2004
2005	MS	Maio	328	01/01/2005
2006	MS	Maio	99	01/01/2006
2007	MS	Maio	62	01/01/2007
2008	MS	Maio	34	01/01/2008
2009	MS	Maio	927	01/01/2009
2010	MS	Maio	105	01/01/2010
2011	MS	Maio	81	01/01/2011
2012	MS	Maio	157	01/01/2012
2013	MS	Maio	72	01/01/2013
2014	MS	Maio	70	01/01/2014
2015	MS	Maio	58	01/01/2015
2016	MS	Maio	97	01/01/2016
2017	MS	Maio	72	01/01/2017
1998	MS	Junho	82	01/01/1998
1999	MS	Junho	127	01/01/1999
2000	MS	Junho	157	01/01/2000
2001	MS	Junho	249	01/01/2001
2002	MS	Junho	517	01/01/2002
2003	MS	Junho	170	01/01/2003
2004	MS	Junho	394	01/01/2004
2005	MS	Junho	439	01/01/2005
2006	MS	Junho	89	01/01/2006
2007	MS	Junho	141	01/01/2007
2008	MS	Junho	24	01/01/2008
2009	MS	Junho	376	01/01/2009
2010	MS	Junho	149	01/01/2010
2011	MS	Junho	104	01/01/2011
2012	MS	Junho	96	01/01/2012
2013	MS	Junho	35	01/01/2013
2014	MS	Junho	84	01/01/2014
2015	MS	Junho	299	01/01/2015
2016	MS	Junho	120	01/01/2016
2017	MS	Junho	175	01/01/2017
1998	MS	Julho	360	01/01/1998
1999	MS	Julho	1.297	01/01/1999
2000	MS	Julho	160	01/01/2000
2001	MS	Julho	591	01/01/2001
2002	MS	Julho	935	01/01/2002
2003	MS	Julho	182	01/01/2003
2004	MS	Julho	529	01/01/2004
2005	MS	Julho	859	01/01/2005
2006	MS	Julho	289	01/01/2006
2007	MS	Julho	197	01/01/2007
2008	MS	Julho	116	01/01/2008
2009	MS	Julho	354	01/01/2009
2010	MS	Julho	589	01/01/2010
2011	MS	Julho	250	01/01/2011
2012	MS	Julho	538	01/01/2012
2013	MS	Julho	201	01/01/2013
2014	MS	Julho	193	01/01/2014
2015	MS	Julho	371	01/01/2015
2016	MS	Julho	687	01/01/2016
2017	MS	Julho	1.050	01/01/2017
1998	MS	Agosto	228	01/01/1998
1999	MS	Agosto	4.355	01/01/1999
2000	MS	Agosto	530	01/01/2000
2001	MS	Agosto	2.484	01/01/2001
2002	MS	Agosto	3.984	01/01/2002
2003	MS	Agosto	953	01/01/2003
2004	MS	Agosto	1.408	01/01/2004
2005	MS	Agosto	4.484	01/01/2005
2006	MS	Agosto	1.129	01/01/2006
2007	MS	Agosto	1.823	01/01/2007
2008	MS	Agosto	456	01/01/2008
2009	MS	Agosto	816	01/01/2009
2010	MS	Agosto	1.721	01/01/2010
2011	MS	Agosto	552	01/01/2011
2012	MS	Agosto	2.951	01/01/2012
2013	MS	Agosto	677	01/01/2013
2014	MS	Agosto	312	01/01/2014
2015	MS	Agosto	1.293	01/01/2015
2016	MS	Agosto	1.481	01/01/2016
2017	MS	Agosto	1.488	01/01/2017
1998	MS	Setembro	457	01/01/1998
1999	MS	Setembro	2.969	01/01/1999
2000	MS	Setembro	510	01/01/2000
2001	MS	Setembro	1.383	01/01/2001
2002	MS	Setembro	2.252	01/01/2002
2003	MS	Setembro	1.124	01/01/2003
2004	MS	Setembro	2.511	01/01/2004
2005	MS	Setembro	1.870	01/01/2005
2006	MS	Setembro	1.078	01/01/2006
2007	MS	Setembro	4.446	01/01/2007
2008	MS	Setembro	1.620	01/01/2008
2009	MS	Setembro	1.146	01/01/2009
2010	MS	Setembro	1.505	01/01/2010
2011	MS	Setembro	1.072	01/01/2011
2012	MS	Setembro	2.264	01/01/2012
2013	MS	Setembro	1.074	01/01/2013
2014	MS	Setembro	365	01/01/2014
2015	MS	Setembro	1.482	01/01/2015
2016	MS	Setembro	2.383	01/01/2016
2017	MS	Setembro	2.984	01/01/2017
1998	MS	Outubro	576	01/01/1998
1999	MS	Outubro	2.053	01/01/1999
2000	MS	Outubro	657	01/01/2000
2001	MS	Outubro	563	01/01/2001
2002	MS	Outubro	2.173	01/01/2002
2003	MS	Outubro	541	01/01/2003
2004	MS	Outubro	960	01/01/2004
2005	MS	Outubro	647	01/01/2005
2006	MS	Outubro	244	01/01/2006
2007	MS	Outubro	668	01/01/2007
2008	MS	Outubro	432	01/01/2008
2009	MS	Outubro	854	01/01/2009
2010	MS	Outubro	597	01/01/2010
2011	MS	Outubro	276	01/01/2011
2012	MS	Outubro	652	01/01/2012
2013	MS	Outubro	378	01/01/2013
2014	MS	Outubro	581	01/01/2014
2015	MS	Outubro	507	01/01/2015
2016	MS	Outubro	1.200	01/01/2016
2017	MS	Outubro	685	01/01/2017
1998	MS	Novembro	306	01/01/1998
1999	MS	Novembro	1.194	01/01/1999
2000	MS	Novembro	274	01/01/2000
2001	MS	Novembro	220	01/01/2001
2002	MS	Novembro	1.470	01/01/2002
2003	MS	Novembro	380	01/01/2003
2004	MS	Novembro	208	01/01/2004
2005	MS	Novembro	159	01/01/2005
2006	MS	Novembro	83	01/01/2006
2007	MS	Novembro	82	01/01/2007
2008	MS	Novembro	50	01/01/2008
2009	MS	Novembro	439	01/01/2009
2010	MS	Novembro	259	01/01/2010
2011	MS	Novembro	445	01/01/2011
2012	MS	Novembro	115	01/01/2012
2013	MS	Novembro	423	01/01/2013
2014	MS	Novembro	190	01/01/2014
2015	MS	Novembro	276	01/01/2015
2016	MS	Novembro	258	01/01/2016
2017	MS	Novembro	133	01/01/2017
1998	MS	Dezembro	100	01/01/1998
1999	MS	Dezembro	306	01/01/1999
2000	MS	Dezembro	139	01/01/2000
2001	MS	Dezembro	143	01/01/2001
2002	MS	Dezembro	376	01/01/2002
2003	MS	Dezembro	153	01/01/2003
2004	MS	Dezembro	110	01/01/2004
2005	MS	Dezembro	46	01/01/2005
2006	MS	Dezembro	18	01/01/2006
2007	MS	Dezembro	15	01/01/2007
2008	MS	Dezembro	208	01/01/2008
2009	MS	Dezembro	87	01/01/2009
2010	MS	Dezembro	276	01/01/2010
2011	MS	Dezembro	577	01/01/2011
2012	MS	Dezembro	194	01/01/2012
2013	MS	Dezembro	195	01/01/2013
2014	MS	Dezembro	84	01/01/2014
2015	MS	Dezembro	394	01/01/2015
2016	MS	Dezembro	123	01/01/2016
1998	MG	Janeiro	0	01/01/1998
1999	MG	Janeiro	36	01/01/1999
2000	MG	Janeiro	24	01/01/2000
2001	MG	Janeiro	18	01/01/2001
2002	MG	Janeiro	29	01/01/2002
2003	MG	Janeiro	37	01/01/2003
2004	MG	Janeiro	22	01/01/2004
2005	MG	Janeiro	28	01/01/2005
2006	MG	Janeiro	109	01/01/2006
2007	MG	Janeiro	91	01/01/2007
2008	MG	Janeiro	85	01/01/2008
2009	MG	Janeiro	74	01/01/2009
2010	MG	Janeiro	118	01/01/2010
2011	MG	Janeiro	61	01/01/2011
2012	MG	Janeiro	75	01/01/2012
2013	MG	Janeiro	75	01/01/2013
2014	MG	Janeiro	133	01/01/2014
2015	MG	Janeiro	147	01/01/2015
2016	MG	Janeiro	61	01/01/2016
2017	MG	Janeiro	106	01/01/2017
1998	MG	Fevereiro	0	01/01/1998
1999	MG	Fevereiro	112	01/01/1999
2000	MG	Fevereiro	20	01/01/2000
2001	MG	Fevereiro	39	01/01/2001
2002	MG	Fevereiro	62	01/01/2002
2003	MG	Fevereiro	126	01/01/2003
2004	MG	Fevereiro	29	01/01/2004
2005	MG	Fevereiro	79	01/01/2005
2006	MG	Fevereiro	96	01/01/2006
2007	MG	Fevereiro	71	01/01/2007
2008	MG	Fevereiro	59	01/01/2008
2009	MG	Fevereiro	74	01/01/2009
2010	MG	Fevereiro	155	01/01/2010
2011	MG	Fevereiro	111	01/01/2011
2012	MG	Fevereiro	123	01/01/2012
2013	MG	Fevereiro	143	01/01/2013
2014	MG	Fevereiro	157	01/01/2014
2015	MG	Fevereiro	84	01/01/2015
2016	MG	Fevereiro	207	01/01/2016
2017	MG	Fevereiro	61	01/01/2017
1998	MG	Março	0	01/01/1998
1999	MG	Março	13	01/01/1999
2000	MG	Março	24	01/01/2000
2001	MG	Março	13	01/01/2001
2002	MG	Março	62	01/01/2002
2003	MG	Março	81	01/01/2003
2004	MG	Março	81	01/01/2004
2005	MG	Março	107	01/01/2005
2006	MG	Março	69	01/01/2006
2007	MG	Março	155	01/01/2007
2008	MG	Março	61	01/01/2008
2009	MG	Março	106	01/01/2009
2010	MG	Março	109	01/01/2010
2011	MG	Março	67	01/01/2011
2012	MG	Março	152	01/01/2012
2013	MG	Março	110	01/01/2013
2014	MG	Março	77	01/01/2014
2015	MG	Março	80	01/01/2015
2016	MG	Março	123	01/01/2016
2017	MG	Março	105	01/01/2017
1998	MG	Abril	0	01/01/1998
1999	MG	Abril	27	01/01/1999
2000	MG	Abril	49	01/01/2000
2001	MG	Abril	60	01/01/2001
2002	MG	Abril	99	01/01/2002
2003	MG	Abril	215	01/01/2003
2004	MG	Abril	48	01/01/2004
2005	MG	Abril	89	01/01/2005
2006	MG	Abril	50	01/01/2006
2007	MG	Abril	35	01/01/2007
2008	MG	Abril	113	01/01/2008
2009	MG	Abril	26	01/01/2009
2010	MG	Abril	112	01/01/2010
2011	MG	Abril	66	01/01/2011
2012	MG	Abril	180	01/01/2012
2013	MG	Abril	61	01/01/2013
2014	MG	Abril	161	01/01/2014
2015	MG	Abril	109	01/01/2015
2016	MG	Abril	172	01/01/2016
2017	MG	Abril	69	01/01/2017
1998	MG	Maio	0	01/01/1998
1999	MG	Maio	51	01/01/1999
2000	MG	Maio	67	01/01/2000
2001	MG	Maio	83	01/01/2001
2002	MG	Maio	98	01/01/2002
2003	MG	Maio	75	01/01/2003
2004	MG	Maio	79	01/01/2004
2005	MG	Maio	134	01/01/2005
2006	MG	Maio	62	01/01/2006
2007	MG	Maio	124	01/01/2007
2008	MG	Maio	50	01/01/2008
2009	MG	Maio	128	01/01/2009
2010	MG	Maio	179	01/01/2010
2011	MG	Maio	151	01/01/2011
2012	MG	Maio	144	01/01/2012
2013	MG	Maio	150	01/01/2013
2014	MG	Maio	224	01/01/2014
2015	MG	Maio	114	01/01/2015
2016	MG	Maio	186	01/01/2016
2017	MG	Maio	125	01/01/2017
1998	MG	Junho	70	01/01/1998
1999	MG	Junho	132	01/01/1999
2000	MG	Junho	135	01/01/2000
2001	MG	Junho	166	01/01/2001
2002	MG	Junho	207	01/01/2002
2003	MG	Junho	245	01/01/2003
2004	MG	Junho	209	01/01/2004
2005	MG	Junho	246	01/01/2005
2006	MG	Junho	73	01/01/2006
2007	MG	Junho	184	01/01/2007
2008	MG	Junho	48	01/01/2008
2009	MG	Junho	173	01/01/2009
2010	MG	Junho	139	01/01/2010
2011	MG	Junho	304	01/01/2011
2012	MG	Junho	219	01/01/2012
2013	MG	Junho	144	01/01/2013
2014	MG	Junho	376	01/01/2014
2015	MG	Junho	200	01/01/2015
2016	MG	Junho	263	01/01/2016
2017	MG	Junho	360	01/01/2017
1998	MG	Julho	232	01/01/1998
1999	MG	Julho	318	01/01/1999
2000	MG	Julho	345	01/01/2000
2001	MG	Julho	266	01/01/2001
2002	MG	Julho	741	01/01/2002
2003	MG	Julho	407	01/01/2003
2004	MG	Julho	625	01/01/2004
2005	MG	Julho	467	01/01/2005
2006	MG	Julho	336	01/01/2006
2007	MG	Julho	446	01/01/2007
2008	MG	Julho	194	01/01/2008
2009	MG	Julho	477	01/01/2009
2010	MG	Julho	707	01/01/2010
2011	MG	Julho	801	01/01/2011
2012	MG	Julho	669	01/01/2012
2013	MG	Julho	462	01/01/2013
